Row #,Year,Proj. Type,Organization Name,HMIS Org ID,Project Name,HMIS Proj ID,Geo Code,HMIS-Participating,Inventory Type,Target Pop.,Target Pop. A,Target Pop. B,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,Victim Service Provider,Additional Federal Funding?,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: HOPWA-CV,Additional Federal Funding: PIH,Additional Federal Funding: HOME,Additional Federal Funding: HOME ARP,Additional Federal Funding: PIH-EHV,Additional Federal Funding: Other,Housing Type,McKinney- Vento,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Esg-CV,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: CocThRrh,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,McKinney- Vento: YHDP Renewals,Year-Round Beds,PIT Count,Total Beds,Utilization Rate,Last Update On
218946,2015,ES,Catholic Charities,,Hospital Voucher Program,,63210,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,6,6,1,4/20/15 17:24
218793,2015,ES,Catholic Charities,,La Posada de Guadalupe (5586),,60564,,C,,SM,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,50,49,50,0.98,4/17/15 17:52
218927,2015,TH,Catholic Charities,,Leah's II,,63210,,C,,SF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,3,3,3,1,5/8/15 14:53
219089,2015,TH,Catholic Charities,,Leah's II,,63210,,N,,SF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,3,3,3,1,5/8/15 14:52
218883,2015,PSH,Catholic Charities,,Ninth and F Street Apartments (5993),,63210,,C,,SFHC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,29,27,29,0.93,4/17/15 15:48
218853,2015,ES,Catholic Charities,,Rachel's Night Shelter (5627),,63210,,C,,SF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,12,9,12,0.75,5/13/15 18:43
218911,2015,TH,Catholic Charities,,Rachel's Night Shelter WCP (6057),,63210,,C,,SF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,13,8,13,0.62,5/13/15 18:43
218912,2015,TH,Catholic Charities,,Rachel's Night Shelter- Solutions (6058),,63210,,C,,SF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,6,10,0.6,5/13/15 18:43
218796,2015,ES,Center for Community Solutions,,HVH Shelter Beds,,61230,,C,,SMF+HC,DV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,35,12,35,0.34,5/13/15 18:46
218803,2015,TH,Center for Community Solutions,,Next Step-East,,61116,,C,,HC,DV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,8,5,8,0.62,5/13/15 18:46
218804,2015,TH,Center for Community Solutions,,Next Step-North,,61230,,C,,HC,DV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,35,15,35,0.43,5/13/15 18:48
218795,2015,ES,Center for Community Solutions,,Project Safehouse,,61116,,C,,HC,DV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,24,9,24,0.38,5/13/15 18:48
218993,2015,RRH,Community Catalysts of California,,SSVF - Veteran Community Services,,63210,,C,,SMF+HC,NA,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,5,5,5,1,4/22/15 18:57
218884,2015,PSH,Community Housing Works,,Alabama Manor (6070),,63210,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,23,25,23,1.09,5/13/15 18:49
218805,2015,TH,Community Housing Works,,Centro Transitional (5465),,63924,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,51,53,51,1.04,4/24/15 19:17
218984,2015,PSH,Community Housing Works,,En Norte (6463),,61230,,C,,SMF,NA,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,9,9,9,1,4/27/15 15:41
218830,2015,PSH,Community Housing Works,,Las Casitas (5949),,61230,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,42,34,42,0.81,5/13/15 18:50
218831,2015,PSH,Community Housing Works,,Marisol Apts (1149),,62532,,C,,SMF,HIV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,21,23,21,1.1,5/13/15 18:51
218832,2015,PSH,Community Housing Works,,Old Grove (6060),,62532,,C,,SMF,HIV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,4,4,4,1,4/17/15 16:21
218833,2015,PSH,Community Housing Works,,Pine View Veteran (5867),,69073,,C,,SMF,NA,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,7,10,0.7,5/13/15 18:51
219529,2015,PSH,Community Research Foundation,,CORE,,63210,,N,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,89,84,89,0.94,5/8/15 15:17
225131,2015,RRH,Community Resource Center,,C-ESG,,61212,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,21,21,21,1,7/24/15 14:09
218797,2015,ES,Community Resource Center,,Carol's House (5467),,61212,,C,,SFHC,DV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,24,17,24,0.71,5/13/15 18:58
218806,2015,TH,Community Resource Center,,Libre DV Transitional (5992),,61212,,C,,HC,DV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,15,13,15,0.87,5/13/15 19:01
225536,2015,RRH,County of San Diego,,ESG (RRH) (6448),,69073,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,2,2,2,1,7/24/15 14:10
218835,2015,PSH,County of San Diego,,Interfaith S+C Sponsor Based Housing (5860),,61230,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,40,33,40,0.82,5/13/15 19:12
218837,2015,PSH,County of San Diego,,KHRW Refuge Housing Shelter Plus Care (5985),,61116,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,34,33,34,0.97,4/29/15 19:08
218846,2015,PSH,County of San Diego,,MHS Housing Plus I (6205),,61230,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,12,7,12,0.58,5/13/15 19:13
218847,2015,PSH,County of San Diego,,MHS Housing Plus II (6206),,61230,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,12,10,12,0.83,5/13/15 19:13
218965,2015,PSH,County of San Diego,,MHS Housing Plus III,,61230,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,8,8,8,1,4/17/15 17:08
218942,2015,PSH,County of San Diego,,MHS Housing Plus IIIa,,62532,,C,,SFHC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,11,16,11,1.45,5/13/15 19:13
218962,2015,PSH,County of San Diego,,North County Solutions for Change New Solutions 2 Expansion,,63924,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,8,13,8,1.62,5/13/15 19:15
218839,2015,PSH,County of San Diego,,North County Solutions of Change New Solutions 2 SPC (5822),,63924,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,48,44,48,0.92,4/29/15 17:54
218845,2015,PSH,County of San Diego,,S+C Tenant Based TBRA(5967),,61230,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,60,58,60,0.97,4/20/15 18:59
218840,2015,PSH,County of San Diego,,Volunteers of America S+C CGLC (6164),,60720,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,12,12,12,1,4/17/15 17:12
218848,2015,PSH,County of San Diego,,Volunteers of America Young Adult S+C (6288),,61116,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,9,10,0.9,4/27/15 17:37
218808,2015,TH,Crisis House,,Domestic Violence Program (5382),,61116,,C,,HC,DV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,33,31,33,0.94,4/20/15 15:37
218809,2015,TH,Crisis House,,Transitional Families w/Kids FOCUS (5387),,61116,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,15,12,15,0.8,5/13/15 19:15
218807,2015,TH,Crisis House,,Transitional Housing People w/Disabilities (5386),,61116,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,12,12,12,1,4/24/15 15:30
223507,2015,TH,Doors of Change,,Doors of Change (6580),,63924,,N,,SM,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,3,3,3,1,4/24/15 15:40
218937,2015,ES,East County Transitional Living Center,,CDBG (6275),,61116,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,13,13,1,4/20/15 17:25
218930,2015,TH,East County Transitional Living Center,,Discipleship Program (Phase 2) (6269),,61116,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,43,43,43,1,7/28/15 10:15
218931,2015,TH,East County Transitional Living Center,,Discipleship Program (Phase 3) (6270),,61116,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,22,26,22,1.18,4/24/15 19:17
218932,2015,TH,East County Transitional Living Center,,Discipleship Program (Phase 4) (6271),,61116,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,60,30,60,0.5,4/30/15 18:25
218929,2015,ES,East County Transitional Living Center,,Discipleship Program (Phase I) (6268),,61116,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,92,141,141,1,7/28/15 10:15
218933,2015,TH,East County Transitional Living Center,,Family Restoration (6272),,61116,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,68,53,68,0.78,4/17/15 17:44
218934,2015,TH,East County Transitional Living Center,,Transitional Program (6273),,61116,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,54,80,54,1.48,4/17/15 17:45
218882,2015,SH,Episcopal Community Services,,Downtown Safe Haven (1146),,63210,,C,,SMF,NA,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,28,27,28,0.96,4/17/15 18:02
218905,2015,SH,Episcopal Community Services,,Uptown Safe Haven (5429),,63210,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,19,16,19,0.84,5/13/15 19:19
218966,2015,PSH,Father Joe's Villages,,15 and Commercial,,63210,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,25,25,25,1,4/17/15 18:03
218886,2015,PSH,Father Joe's Villages,,Boulevard Apts,,63210,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,15,8,15,0.53,5/13/15 19:19
218955,2015,TH,Generate Hope,,Generate Hope,,69073,,C,,SF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,6,6,6,1,4/17/15 18:05
218854,2015,ES,Home Start Inc,,Hotel/Motel Voucher Central (6072),,63210,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,11,11,1,4/20/15 17:32
218940,2015,ES,Home Start Inc,,Hotel/Motel Voucher Program East,,61116,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,26,26,1,4/20/15 17:33
218963,2015,TH,Home Start Inc,,Maternity Shelter FYSB,,63210,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,14,16,14,1.14,5/13/15 19:22
218957,2015,PSH,Home Start Inc,,Maternity Shelter Program,,63210,,C,,SFHC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,32,36,32,1.12,5/13/15 19:22
218834,2015,PSH,Housing Authority for the County of San Diego,,HOPWA Tenant Based (5877),,63210,,C,,SMF+HC,HIV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,115,94,115,0.82,5/13/15 19:22
225260,2015,PSH,Housing Authority for the County of San Diego,,HUD VASH-SD HUD VASH-County (6324),,69073,,C,,SMF+HC,NA,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,260,329,260,1.27,5/13/15 19:23
218919,2015,PSH,Housing Authority for the County of San Diego,,HUD VASH-SD HUD VASH-County (6324),,69073,,N,,SMF+HC,NA,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,98,98,98,1,4/27/15 18:21
218814,2015,TH,Interfaith Community Services,,CASA Transitional (5929),,61230,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,28,28,28,1,4/17/15 19:17
218799,2015,TH,Interfaith Community Services,,Corinne's Cottage (5097),,61230,,C,,SF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,5,6,0.83,5/13/15 19:23
218939,2015,ES,Interfaith Community Services,,Escondido Emgency Shelter,,61230,,N,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,39,40,0.98,4/17/15 19:08
218810,2015,TH,Interfaith Community Services,,Genesis I (1086),,61230,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,55,40,55,0.73,5/13/15 19:24
218811,2015,TH,Interfaith Community Services,,Genesis II (1105),,61230,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,30,19,30,0.63,5/13/15 19:24
218975,2015,ES,Interfaith Community Services,,Hotel/Motel Voucher (5952),,61230,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,9,9,1,4/20/15 17:34
218945,2015,TH,Interfaith Community Services,,Men's Shelter,,61230,,C,,SM,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,6,6,1,4/17/15 19:09
219597,2015,PSH,Interfaith Community Services,,RAP,,62532,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,15,0,15,0,5/13/15 19:24
218836,2015,PSH,Interfaith Community Services,,Raymond's Refuge II (6160),,61230,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,16,16,16,1,4/29/15 17:30
218813,2015,TH,Interfaith Community Services,,Spruce Street (1082),,61230,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,8,7,8,0.88,5/13/15 19:25
222715,2015,RRH,Interfaith Community Services,,SSVF (Rapid Re-Housing) (6536),,61230,,C,,SMF+HC,NA,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,10,10,1,4/22/15 18:55
218798,2015,TH,Interfaith Community Services,,Tikkun (6028),,61230,,C,,SF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,6,6,1,4/17/15 19:14
218815,2015,TH,Interfaith Community Services,,Veteran's Housing Escondido 360 (6161),,61230,,C,,SM,NA,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,28,23,28,0.82,5/13/15 19:25
218812,2015,TH,Interfaith Community Services,,Vets Merle's Place 364 (6159),,61230,,C,,SM,NA,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,44,33,44,0.75,4/17/15 19:17
218816,2015,TH,Interfaith Community Services,,Vets Transitional Oceanside 363 (6162),,62532,,C,,SMF,NA,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,72,54,72,0.75,5/13/15 19:25
218900,2015,TH,Interfaith Shelter Network of San Diego,,El Nido Transitional Living Program (TLC) (5341),,63210,,C,,HC,DV,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,45,42,45,0.93,4/24/15 19:19
218899,2015,ES,Interfaith Shelter Network of San Diego,,ISN Clairemont/Kearny Mesa (6223),,63210,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,6,12,0.5,5/13/15 19:26
218850,2015,ES,Interfaith Shelter Network of San Diego,,ISN East County (5942),,61116,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,6,6,1,4/17/15 18:46
218851,2015,ES,Interfaith Shelter Network of San Diego,,ISN East County (6165),,61116,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,3,6,0.5,5/13/15 19:28
218849,2015,ES,Interfaith Shelter Network of San Diego,,ISN NC Coastal (1928),,61212,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,13,13,1,4/23/15 19:41
218852,2015,ES,Interfaith Shelter Network of San Diego,,ISN NC Inland (5941),,61230,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,12,12,1,4/17/15 18:58
218907,2015,ES,Interfaith Shelter Network of San Diego,,ISN SD Beaches (5938),,63210,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,12,12,1,4/24/15 19:21
218908,2015,ES,Interfaith Shelter Network of San Diego,,ISN SD Inland (5936),,63210,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,11,12,0.92,4/17/15 18:58
218842,2015,ES,Interfaith Shelter Network of San Diego,,ISN South Bay (6228),,60720,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,10,12,0.83,5/13/15 19:28
218817,2015,TH,Mental Health System,,Family Recovery Program (5806),,62532,,C,,SFHC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,90,69,90,0.77,5/13/15 19:30
218818,2015,TH,Mental Health System,,Next Step (5807),,62532,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,16,12,16,0.75,5/13/15 19:31
218844,2015,SH,Mental Health System,,North County Safe Haven(5872),,61230,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,12,9,12,0.75,5/13/15 19:32
219598,2015,TH,Mental Health System,,Serial Inebriate Program (5806),,63210,,N,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,32,26,32,0.81,5/13/15 19:32
219601,2015,TH,North County Lifeline,,NCL Lifespring,,63924,,N,,SFHC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,5,6,0.83,5/13/15 19:32
218819,2015,TH,North County Serenity House,,Serenity Village (6170),,61230,,C,,SFHC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,48,32,48,0.67,4/17/15 19:36
218820,2015,TH,North County Solutions for Change,,Family Center (5449),,63924,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,100,70,100,0.7,5/13/15 19:33
218821,2015,ES,North County Solutions for Change,,IAC Intake & Access Center (1151),,63924,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,40,27,40,0.68,5/13/15 19:33
218987,2015,OPH,North County Solutions for Change,,Neighborhood Stabilization Program (6310),,69073,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,13,20,0.65,5/13/15 19:33
218988,2015,OPH,North County Solutions for Change,,Neighborhood Stabilization Program Primrose (6394),,63924,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,96,48,96,0.5,5/13/15 19:34
218838,2015,PSH,North County Solutions for Change,,New Solutions (5896),,63924,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,20,10,20,0.5,4/20/15 19:01
218989,2015,OPH,North County Solutions for Change,,New Solutions Other (6330),,63924,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,8,5,8,0.62,5/13/15 19:34
218990,2015,OPH,North County Solutions for Change,,Vista Terrace (6460),,63924,,N,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,175,91,175,0.52,5/13/15 19:34
219602,2015,PSH,North County Solutions for Change,,Vista Terrace MHP SHP,,63924,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,77,33,77,0.43,5/13/15 19:36
218800,2015,ES,Operation Hope,,Alliance NC Winter Shelter (6107),,63924,,N,,SFHC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,38,45,0.84,5/13/15 19:40
222698,2015,RRH,PATH San Diego at Connections Housing,,ESG (Downtown) (6489),,63210,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,1,1,1,1,4/22/15 17:02
218967,2015,TH,PATH San Diego at Connections Housing,,Interim Housing,,63210,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,131,128,131,0.98,5/8/15 14:59
218969,2015,TH,PATH San Diego at Connections Housing,,PATHcares Special Needs Units (SRO),,63210,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,16,15,16,0.94,4/17/15 19:53
218968,2015,PSH,PATH San Diego at Connections Housing,,PATHways PSH Program,,63210,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,73,76,73,1.04,4/17/15 19:53
219603,2015,TH,PATH San Diego at Connections Housing,,Recuperative Bed Program (6537),,63210,,N,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,3,3,3,1,5/8/15 15:00
218881,2015,TH,Salvation Army,,CARS (5926),,63210,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,8,7,8,0.88,5/13/15 19:41
218986,2015,TH,Salvation Army,,Door of Hope Expansion (6484),,63210,,C,,HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,26,26,26,1,5/8/15 15:03
